,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
978,Series Authenticity,"Very well-done game. Really happy to finally have duels between generals. Been wanting this since Shogun 2. Otherwise, I love the blend of the true history with the fiction as well as the more RPG feeling of fine tuning generals to your play style.",0.925000012,"['welldone', 'general', 'shogun_two', 'love', 'blend', 'history', 'fiction', 'tuning', 'general', 'style']",10,"['style', 'fiction', 'history', 'tuning', 'shogun_two', 'welldone', 'general', 'love', 'blend']",9,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1725,Tactical Gameplay,"It's very good. I wish some of the special units and buildings for certain factions weren't complete ass or useless compared to units you can research. 
P.S. You can get another faction if you beat the game.",0.90200001,"['special_units', 'building', 'faction', 'ass', 'unit', 'research', 'ps', 'faction']",8,"['ps', 'special_units', 'unit', 'research', 'faction', 'ass', 'building']",7,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
3163,Series Authenticity,"Good game, 10/10 so far. very complex game.

???????????2, 13 ??????????????????????????
This game is so much fun, so addictive.",0.662800014,"['????????????????????????', 'fun']",2,"['fun', '????????????????????????']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
5,Game Stability,"Masterpiece! It is see lots better an improvements at every features. There is good quality design on world map but Total War: Warhammer 2 is lots of deep detail world map, hope there will be same to Three Kingdoms in the future if developer would think about it if it is a good options. Also in battle is very smooth, easy to use and quicker, some need improve with blood and gore feature to see realistic as require purchase DLC - Reign of Blood. But it is still worth to buy to full price or on the sale don't matter what you do actually need to buy. I will happy give huge recommend this game. I give a rating 9.5/10",0.489199996,"['masterpiece', 'improvement', 'quality', 'design', 'world_map', 'world_map', 'hope', 'three_kingdoms', 'developer', 'option', 'battle', 'use', 'blood_gore', 'require', 'purchase', 'dlc', 'reign_blood', 'worth_buy', 'price', 'sale', 'matter', 'rating']",22,"['purchase', 'sale', 'use', 'design', 'quality', 'world_map', 'battle', 'masterpiece', 'hope', 'three_kingdoms', 'blood_gore', 'price', 'matter', 'worth_buy', 'rating', 'improvement', 'dlc', 'developer', 'reign_blood', 'require', 'option']",21,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
290,Series Authenticity,"Best total war game so far gameplay wise, it improved on pretty much everything and the setting is great as well.",0.832899988,"['best_total_war', 'gameplay', 'setting']",3,"['setting', 'best_total_war', 'gameplay']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
657,Characters,You can take over China. 10/10,0.610899985,['china'],1,['china'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
1658,Characters,"Games tough. I prefer the ROTK games when it comes to the three kingdoms ""Strategy games""

Only about 20 or 25 characters have unique portraits. Even SUPER important characters don't get a unique portrait and that is pretty bad. The art is super mediocre, the voice acting is hot garbage. The game doesn't work most of the time, there are flags where a certain character will join you if you're following the story and instead, it just doesn't trigger and you don't get Zhao Yun, one of the most important characters for your faction. The gameplay is alright, towers are too strong and I'm sure that will get toned down. It released with day 1 dlc and the dlc is literally just ""play at these guys who are on the map and are already enabled in the game"" for 10$

I'm sure in a year or two when this gets 60$ worth of DLC for more characters, more portraits, and balancing patches, it will be worth playing. there is a reason it sold so much but barely 20k people are playing. It's just not a good game once you spend 10 or so hours playing.",0.645600021,"['rotk', 'three_kingdoms', 'strategy_games', 'character', 'unique_portraits', 'character', 'portrait', 'art', 'voice_acting', 'garbage', 'work', 'character', 'story', 'zhao_yun', 'character', 'faction', 'tower', 'day_dlc', 'dlc', 'guy', 'year', 'character', 'portrait', 'patch', 'reason', 'people', '10_hours', 'playing']",28,"['playing', 'story', 'strategy_games', 'unique_portraits', 'character', 'year', 'reason', 'day_dlc', 'people', 'faction', 'work', 'three_kingdoms', 'portrait', 'voice_acting', 'tower', 'zhao_yun', 'garbage', '10_hours', 'guy', 'art', 'dlc', 'patch', 'rotk']",23,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
1006,Characters,A really fun game. did this for summer sale.,0.614899993,['summer_sale'],1,['summer_sale'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
2411,Strategic Gameplay,"I like it. Lot of trash talkers but hey, some people ain't ever happy!",0.718800008,"['trash', 'talker', 'people']",3,"['people', 'trash', 'talker']",3,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
1361,Series Authenticity,"It just really didn't click with me. I loved Warhammer 2, Attila, and Shogun 2, but this one just didn't do it for me.",0.833000004,"['warhammer_two', 'attila', 'shogun_two']",3,"['shogun_two', 'attila', 'warhammer_two']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
190,Series Authenticity,"Three Kingdoms really is a step forwards. CA's implemented a lot of new things in the game and finally allows far more customization of the gameplay. I wish that they would allow even more customization than the Records & Romance mode, but a start is a start. While the setting might not be everyone's kind of thing it is still one of the best Total Wars out there. I can only recommendthe game for everyone.",0.933099985,"['three_kingdoms', 'ca', 'customization', 'gameplay', 'wish', 'customization', 'record', 'romance_mode', 'one_best_total_wars']",9,"['record', 'romance_mode', 'customization', 'wish', 'three_kingdoms', 'ca', 'gameplay', 'one_best_total_wars']",8,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3649,Game Stability,"For those of you having issues getting the game to start for the first time make sure you have the latest driver update for your gpu, restart your comp, and initially turn off your firewall until the game starts. Once I did that my game decided to give in and actually start. It seems like its some sort of bs anti-piracy thing where when you start the game for the first time it has to connect to their servers to verify it's a legit copy.",0.587100029,"['issue', 'start', 'driver', 'update', 'gpu', 'restart', 'comp', 'firewall', 'start', 'antipiracy', 'connect', 'server', 'legit', 'copy']",14,"['copy', 'comp', 'restart', 'update', 'antipiracy', 'connect', 'server', 'issue', 'driver', 'firewall', 'legit', 'gpu', 'start']",13,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
519,Characters,10/10 would tarde half of  my holdings for rice again.,0.742200017,"['tarde', 'half', 'holding', 'rice']",4,"['half', 'holding', 'rice', 'tarde']",4,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
2564,Series Authenticity,A Total War game we deserve,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2423,Series Authenticity,Three Kingdoms is easily one of the best games in the series.,0.832899988,"['three_kingdoms', 'one_best', 'series']",3,"['series', 'one_best', 'three_kingdoms']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
7,Series Authenticity,"Absolutely brilliant and beautiful game. A worthy Total War successor title that takes everything good about Warhammer 2 and Thrones of Britannia saga, mixes it up and adds stellar diplomacy options. The heroic duels are amazing, music, sfx & ambiance is great, the espionage system is really well designed and the graphics are optimized rather well for even low end systems like mine. All-in-all this game has been an immense triumph for Creative Assembly with a an amazingly smooth launch for a Total War game. 
Total War Three Kingdoms is now my favorite Total War title after the Warhammers, toppling the venerated Shogun 2 games. 9.25/10",0.964699984,"['successor', 'title', 'thrones_britannia', 'saga', 'mix', 'diplomacy_options', 'duel', 'music', 'ambiance', 'espionage', 'graphic', 'end', 'triumph', 'creative_assembly', 'launch', 'three_kingdoms', 'favorite_total_war', 'title', 'warhammer', 'shogun']",20,"['espionage', 'duel', 'favorite_total_war', 'triumph', 'thrones_britannia', 'launch', 'diplomacy_options', 'three_kingdoms', 'music', 'successor', 'mix', 'saga', 'graphic', 'ambiance', 'creative_assembly', 'end', 'warhammer', 'title', 'shogun']",19,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
443,Strategic Gameplay,Not as good as total war warhammer but still a good game. again paying for blood as a dlc is a joke,0.391799986,"['blood_dlc', 'joke']",2,"['blood_dlc', 'joke']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",0
2668,Series Authenticity,Never written a review before but I've played most of the total war games except maybe two. this is by far the best in the past 10 years. I love that CA took the time to make a game the fans wanted. Welp update is done back to it.,0.887499988,"['review', 'total_war_games', '10_years', 'love', 'fan', 'welp']",6,"['review', '10_years', 'fan', 'total_war_games', 'love', 'welp']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1174,Characters,Become the true emperor of China!,0.742200017,"['emperor', 'china']",2,"['china', 'emperor']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
2604,Tactical Gameplay,"I haven't liked any of the historical titles since Shogun 2. The simplified economic system and change to general only commanded armies were difficult changes for me. I enjoyed the Total Warhammer series for the fantasy aspect and the tweaks they made, but that series also suffered from the same issues. Now with Three Kingdoms they seemed to have significantly improved and balanced these systems pretty well. The changes are definitely something to get used to. I was pretty upset at first because it's quite a lot to take in. Don't be so hasty to cast judgement and want  a refund though. Play it through until you get a good understanding of how the new systems play together. The way they implement the family, diplomacy, economy, and espionage are awesome. It's hard to find good hero's for traits that keep them satisfied with lower court positions. So keep that in mind. 

??Armies have improved in that the heroes are just captain units that can command a retinue of up to six other units. Each Army can consist of up to 6 other units. These units should match their heroes style, which is color coded for different character values, personalities, and starting skills. 

??Diplomacy is the best that it has ever been. It just makes sense. Having Cao Cao helps significantly with his skills too because he can use his passive credibility points to sway relations or instigate wars.

??Economy is back to a complex system of different buildings, government reforms, and the characters you use in government and court appointments like commandery assignments and administrative positions. It's heavily based on population growth and planning. I'm still on my first run and I built too many farms at first. I didn't feel like demolishing them so I started selling the excess to other factions that were poor, very poor, or negative on food in the diplomacy menu. 
With trade restricted from conflict and borders, this became an excellent source of income for 10 turns at a time. 

??Reforms come every 5 turns and allow you to advance your skills and bonuses. These are also how you unlock new troops. Most of the reforms require you to build a certain low level building to start the branch. You can build them and then convert them, or demolish them to rebuild a different type as a work around if you don't have the building space but want to unlock that branch of ""technology"". I had to do this with the county school to unlock the underground network. Which is the espionage system.

??The Underground Network is the replacement for agents, subterfuge, and sabotage. You assign specific heroes from your pool of court nobles or new recruits to embed themselves in another factions army. It can be annoying at first because there's no instant gratification of having an agent open the gates or stop and army dead in their tracks. But it does add an entire layer of enjoyable play carefully planning your tactics. Your character will try to enlist themselves in the other faction. If they succeed, then they'll begin building cover points and underground network points specific to them and that faction. These numbers can be boosted by using the two skills in the first menu. It's a difficult change, but very enjoyable once you understand it. (there is one issue with not being able to recall your character at the time of this review. You have to use larceny or a military revolt to recover your hero. That is unless they get caught.)

I think this is the best Total War to date in my opinion. The only people I would say to stay away are the ones who want a more realistic approach. Some people are calling it dynasty warriors because the heroes can be overpowered against non-hero units in battle. If you don't mind that approach, much like Total Warhammer series, then buy this game.",0.777899981,"['historical_titles', 'shogun_two', 'change', 'general', 'army', 'change', 'total_warhammer', 'series', 'fantasy', 'aspect', 'tweak', 'series', 'issue', 'three_kingdoms', 'change', 'cast', 'judgement', 'refund', 'way', 'family', 'diplomacy', 'economy', 'espionage', 'heros', 'trait', 'court', 'position', '??armie', 'hero', 'captain', 'unit', 'command', 'retinue', 'unit', 'army', 'unit', 'unit', 'hero', 'style', 'color', 'character', 'value', 'personality', 'skill', 'makes_sense', 'cao_cao', 'skill', 'credibility', 'point', 'sway', 'relation', 'war', 'building', 'government', 'reform', 'character', 'government', 'court', 'commandery', 'assignment', 'position', 'population', 'growth', 'planning', 'run', 'farm', 'faction', 'food', 'diplomacy', 'menu', 'trade', 'conflict', 'border', 'source', 'income', '10_turns', '??reform', 'turn', 'advance', 'skill', 'bonus', 'troop', 'reform', 'level', 'building', 'branch', 'convert', 'demolish', 'type', 'work', 'building', 'space', 'unlock', 'branch', 'technology', 'county', 'school', 'network', 'espionage', 'network', 'replacement', 'agent', 'sabotage', 'hero', 'pool', 'court', 'recruit', 'faction', 'army', 'gratification', 'agent', 'gate', 'army', 'track', 'layer', 'play', 'tactic', 'character', 'enlist', 'faction', 'cover', 'point', 'network', 'point', 'faction', 'number', 'skill', 'change', 'issue', 'recall', 'character', 'review', 'use', 'revolt', 'recover', 'hero', 'best_total_war_date', 'opinion', 'people', 'approach', 'people', 'dynasty_warriors', 'hero', 'nonhero', 'unit', 'battle', 'mind', 'approach', 'total_warhammer', 'series', 'buy']",151,"['sabotage', 'tactic', 'use', 'government', 'gate', 'battle', 'position', 'technology', 'recover', 'makes_sense', 'buy', 'conflict', 'general', 'heros', 'value', 'personality', 'point', 'building', 'total_warhammer', 'unit', '??reform', 'opinion', 'fantasy', 'play', 'dynasty_warriors', 'espionage', 'growth', 'assignment', 'reform', '10_turns', '??armie', 'historical_titles', 'refund', 'level', 'commandery', 'command', 'food', 'diplomacy', 'cao_cao', 'demolish', 'county', 'issue', 'space', 'cover', 'aspect', 'recall', 'shogun_two', 'retinue', 'menu', 'replacement', 'school', 'mind', 'army', 'run', 'captain', 'way', 'layer', 'relation', 'type', 'troop', 'source', 'faction', 'judgement', 'hero', 'cast', 'court', 'unlock', 'style', 'convert', 'series', 'income', 'agent', 'number', 'branch', 'skill', 'color', 'revolt', 'enlist', 'trait', 'family', 'character', 'advance', 'farm', 'economy', 'network', 'track', 'people', 'work', 'planning', 'change', 'three_kingdoms', 'recruit', 'bonus', 'trade', 'credibility', 'pool', 'nonhero', 'tweak', 'war', 'sway', 'turn', 'review', 'best_total_war_date', 'approach', 'population', 'border', 'gratification']",107,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1286,Characters,"Yuan Shao and the boys vassalizing China.
10/10",0.541499972,"['yuan_shao', 'boy', 'china']",3,"['boy', 'china', 'yuan_shao']",3,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
1402,Series Authenticity,Clean and well made Total War. I was a huge fan of Romance of the Three Kingdoms VIII-XI and Dynasty Warriors 2-5. This game is a great rendition of those stories in an excellent Total War turn style format.,0.768100023,"['huge_fan', 'romance_three_kingdoms', 'viiixi', 'dynasty_warriors', 'rendition', 'story', 'turn', 'style', 'format']",9,"['dynasty_warriors', 'format', 'romance_three_kingdoms', 'turn', 'style', 'story', 'huge_fan', 'rendition', 'viiixi']",9,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
233,Strategic Gameplay,Very good. Better Diplomacy. You can tell it's a total war game because of the way it is.,0.700200021,"['diplomacy', 'way']",2,"['way', 'diplomacy']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
2284,Game Stability,"To keep my review short and simple:

DO NOT BUY THIS GAME YET! IT IS GREAT BUT IT CRASHES ALL THE TIME! ITS NOT WORTH IT UNTIL THEY FIX THOSE PROBLEMS!

PS:
I love playing the game. It is a lot of fun, the battles are better than ever, the diplomacy and faction politics seem well thought through and good BUT as i said i love PLAYING the game not starting a battle and experiencing random crashes. THAT is something i definitely don??t enjoy.",0.488799989,"['buy', 'crash', 'fix', 'problem', 'battle', 'diplomacy', 'faction', 'politic', 'love', 'playing', 'battle', 'crash']",12,"['battle', 'crash', 'playing', 'buy', 'diplomacy', 'faction', 'politic', 'problem', 'fix', 'love']",10,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
100,Tactical Gameplay,"I have played all the Total war games except the original Shogun and Medieval and this is the first one i actually finished a grand campaign in! 

Pros:
+ Since every faction is using almost the same units, the game only ever feels as unfair as your starting location/strength

+ I love the romance mode, it really adds flavour to what could otherwise be quite a bland game (Though Shogun 2 is great, i 
always tire of seeing the same units fight all the time)

+ The game never gets ""too easy"". As you grow bigger, all the other factions grow bigger with you and/or form coalitions to counter you. This prevents you from steamrolling up until the final stage of the game.

+ Really cool maps! Both the battle maps and the campaign map look really nice and offer unique gameplay experiences.

Cons:
- I miss boats. All the recent total war titles have neglected naval warfare and this is no exception. I really miss the playstyle opportunities that came with naval units. (Playing as GB in Empire, Carthage in Rome or Boat-clan in Shogun)

- Duels feel quite boring. When i read about duels i was really excited and tought they looked awesome, but after playing the actual game i feel like they are an option i just never want to use. If your commander is stronger then you want to duel but the enemy doesnt want to and if you are weaker then there is no point in dueling.

Overall:
Currently my favorite Total war game, but i feel it lacks the replayability of the games with bigger faction differences (Rome or Warhammer)


",0.681500018,"['total_war_games', 'original_shogun', 'grand_campaign', 'pro', 'faction', 'unit', 'locationstrength', 'love', 'romance_mode', 'shogun', 'tire', 'unit', 'faction', 'andor', 'form', 'coalition', 'counter', 'stage', 'map', 'battle_maps', 'campaign_map', 'offer', 'gameplay', 'experience', 'boat', 'total_war_titles', 'warfare', 'exception', 'playstyle', 'opportunity', 'unit', 'empire', 'carthage', 'rome', 'boatclan', 'shogun', 'duel', 'read', 'duel', 'tought', 'feel', 'option', 'use', 'commander', 'duel', 'enemy', 'point', 'favorite_total_war', 'feel', 'replayability', 'faction', 'difference', 'warhammer']",53,"['original_shogun', 'grand_campaign', 'total_war_titles', 'duel', 'use', 'romance_mode', 'favorite_total_war', 'offer', 'tought', 'boat', 'commander', 'replayability', 'gameplay', 'carthage', 'exception', 'pro', 'counter', 'campaign_map', 'difference', 'faction', 'tire', 'form', 'opportunity', 'total_war_games', 'boatclan', 'stage', 'love', 'warfare', 'playstyle', 'feel', 'point', 'enemy', 'battle_maps', 'rome', 'warhammer', 'andor', 'coalition', 'read', 'unit', 'empire', 'option', 'shogun', 'map', 'experience', 'locationstrength']",45,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
2038,Game Stability,"Who encounter this? Pressing P to pause and scroll down to switch to tactical map during battle doesn't work , it will bring the menu up when i press P. Only work in replay. Please tell me how to fix it.",0.899800003,"['pause', 'scroll', 'switch', 'map', 'battle', 'work', 'menu', 'work', 'replay', 'fix']",10,"['switch', 'pause', 'scroll', 'battle', 'replay', 'work', 'map', 'menu', 'fix']",9,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
740,Tactical Gameplay,"Really enjoy the new champion mechanic
",0.697700024,"['champion', 'mechanic']",2,"['champion', 'mechanic']",2,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
2042,Tactical Gameplay,"I have played every single Total War game since Shogun 1- so you might say I am a little biased. But, holy crap- CA has done it again. They made a product that is engaging, fun, and unique throughout every gameplay mechanic. Three Kingdoms does a masterful job of making you feel as if you're a leader trying to create a name for their family and faction in the vast sea that is Three Kingdoms China. 

New mechanics add a layer of depth that the Total War series was lacking.  From the characters you put in your armies according to the ""harmony/disharmony mechanic"" to receive stat bonuses for campaign and battle maps, to the governorship's you might appoint according to those that are loyal and industries, but might not be the best warriors for the front-lines. This makes characters feel unique with their own backstory- all explored through the easy to navigate UI.

Battle Mechanics are solid- as is with most every Total War game. To some of the more historical inclined Total War veterans the battles will feel faster, with most battles being between 5 to 8 minutes- with longer battles coming close to 10 to 12 minutes. This can be off putting to some- but to others it will be a welcome change that makes it less likely of an ""auto-resolve"". The game also runs at a smooth 40 fps with everything on ultra and having over 5,000 units on the battle map.

Meanwhile, the Campaign Map is absolutely gorgeous. From the windy snowy peaks of mountain ranges, to the water lapping on the eastern coastal shores, to the green pastures that change with every season- the map will be a treat to the eyes. I did have a slight issue when scrolled all the way out with some FPS drop- and I know it isn't due to my computer. This can easily be fixed with a later patch as it isn't game breaking- just more of any annoyance.

Overall 10/10",0.512399971,"['shogun', 'crap', 'fun', 'gameplay', 'mechanic', 'three_kingdoms', 'job', 'feel', 'leader', 'family', 'faction', 'sea', 'three_kingdoms', 'china', 'new_mechanics', 'layer', 'depth', 'total_war_series', 'character', 'army', 'harmonydisharmony', 'mechanic', 'bonus', 'campaign', 'battle_maps', 'governorship', 'industry', 'warrior', 'frontline', 'character', 'backstory', 'navigate', 'battle', 'mechanic', 'veteran', 'battle', 'battle', 'minute', 'battle', 'minute', 'change', 'autoresolve', 'runs_smooth', 'fp', 'unit', 'battle_map', 'campaign_map', 'snowy', 'mountain', 'water', 'shore', 'pasture', 'season', 'map', 'eye', 'issue', 'way', 'fps', 'drop', 'patch', 'annoyance']",61,"['family', 'depth', 'autoresolve', 'way', 'harmonydisharmony', 'water', 'fun', 'fps', 'fp', 'sea', 'layer', 'backstory', 'character', 'eye', 'industry', 'snowy', 'gameplay', 'season', 'total_war_series', 'battle', 'governorship', 'minute', 'campaign_map', 'faction', 'leader', 'three_kingdoms', 'change', 'bonus', 'runs_smooth', 'mountain', 'job', 'veteran', 'annoyance', 'drop', 'battle_map', 'mechanic', 'pasture', 'issue', 'campaign', 'shore', 'feel', 'frontline', 'battle_maps', 'new_mechanics', 'navigate', 'china', 'unit', 'army', 'warrior', 'patch', 'shogun', 'map', 'crap']",53,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
2178,Series Authenticity,This is a must for any total war fan.,0.666400015,['fan'],1,['fan'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
687,Tactical Gameplay,"Besides the ugly UI that was just badly designed, the game is awesome, best diplomatic overview of a total war ever, and the romantic campaign being an option (allowing you to choose if you want the strong generals or just their bodyguard unit) makes it much more accessible for all TBS and RTS players",0.506600022,"['overview', 'campaign', 'option', 'general', 'bodyguard_unit', 'tbs', 'rt', 'player']",8,"['rt', 'player', 'tbs', 'campaign', 'bodyguard_unit', 'option', 'overview', 'general']",8,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
3314,Series Authenticity,Best Total War ever.  That's it.  I've been playing since Shogun.,0.833199978,"['best_total_war', 'playing', 'shogun']",3,"['playing', 'shogun', 'best_total_war']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2758,Series Authenticity,Rouse the Tiger's Long Dong at your own peril!,0.443800002,"['rouse', 'tiger', 'dong', 'peril']",4,"['rouse', 'dong', 'peril', 'tiger']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
257,Series Authenticity,The relationship system and diplomacy in this game sets it apart from all the other total war titles making this one the best one by far.,0.864199996,"['relationship', 'diplomacy', 'total_war_titles', 'one_best']",4,"['total_war_titles', 'relationship', 'diplomacy', 'one_best']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3064,Tactical Gameplay,"This game is the bee's knees the cat pajamas & more. If you like what Total War has put out in the past or like Turn-Based Strategy games this is worth the buy. The detail is awesome the map of China is sexy and the units look LIT. So whats not to like?!?!?!? Nothing...... buy the game and I will see you on the field of battle. 

XD",0.723100007,"['bee', 'cat', 'strategy_games', 'worth_buy', 'map', 'china', 'unit', 'field', 'battle']",9,"['cat', 'battle', 'china', 'unit', 'worth_buy', 'field', 'strategy_games', 'map', 'bee']",9,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
269,Series Authenticity,"This is definitely one of the best Total War games to date, if not the best!  The recreation of ancient China is amazing and the gameplay is as stunning as ever.  I highly recommend this game to anyone who loves strategy and history.",0.916000009,"['one_best_total_war', 'games_date', 'recreation', 'ancient_china', 'gameplay', 'highly_recommend', 'strategy', 'history']",8,"['games_date', 'recreation', 'one_best_total_war', 'strategy', 'ancient_china', 'highly_recommend', 'history', 'gameplay']",8,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2270,Series Authenticity,"CA has outdid themselves this time, Three Kingdoms is a big improvement to the Total War series and a huge step in the right direction.

Improvements:
+Great optimization, game runs very well
+Story events are faithful to the traumatic period of Three Kingdoms and characters are very well fleshed out 
+The Chinese voice acting is phenomenal
++Gameplay and AI is varied, every playthrough feels different
+++Deep town building and character management. Winning battles is only half the victory, better kingdom management will go a long way in winning the war.
+++Diplomacy that works and makes sense! This is a rarity in strategy games these days.

Now the not so good...
-English voice acting isn't the best
-Not much improvement in AI during battles
-The world map can be a confusing mess as everything can seem blended together

Closing thoughts:
This is the best Total War after Warhammer. I hope CA keeps some of the improvements(notably the diplomacy and the kingdom management) for their future titles.



",0.719399989,"['three_kingdoms', 'improvement', 'total_war_series', 'step_right_direction', 'improvement', 'optimization', 'story', 'event', 'period', 'three_kingdoms', 'character', 'chinese_voice', 'gameplay', 'playthrough', 'town', 'building', 'character_management', 'battle', 'victory', 'kingdom', 'management', 'way', 'war', 'diplomacy_works', 'makes_sense', 'rarity', 'strategy_games', 'voice_acting', 'improvement', 'battle', 'world_map', 'mess', 'closing', 'thought', 'best_total_war', 'hope_ca', 'diplomacy', 'kingdom', 'management', 'title']",40,"['way', 'kingdom', 'character_management', 'story', 'optimization', 'strategy_games', 'character', 'playthrough', 'town', 'thought', 'victory', 'hope_ca', 'gameplay', 'world_map', 'total_war_series', 'diplomacy_works', 'battle', 'makes_sense', 'three_kingdoms', 'voice_acting', 'diplomacy', 'best_total_war', 'closing', 'step_right_direction', 'mess', 'building', 'period', 'improvement', 'war', 'event', 'title', 'chinese_voice', 'management', 'rarity']",34,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1232,Series Authenticity,"Just like any total war game; you know what your getting.
Only this time your set in China around 150-300AD during the fall of the Han Empire and the rise of the Three Kingdoms; expect large battles, rivalry, legendary heroes and a art style twist similar to Shogun 2 (the art style is beautifully simplistic, but maybe not intuitive as other 'bare bones' designs; it pays for it due to the stylisation used, which is nice)

yeh sure, if you want another total war, get it",0.946699977,"['set_china', 'fall', 'han_empire', 'rise', 'three_kingdoms', 'battle', 'rivalry', 'legendary_heroes', 'art_style', 'twist', 'shogun', 'art_style', 'bone', 'design', 'stylisation']",15,"['fall', 'twist', 'battle', 'art_style', 'set_china', 'bone', 'rivalry', 'stylisation', 'rise', 'three_kingdoms', 'shogun', 'design', 'han_empire', 'legendary_heroes']",14,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
570,Series Authenticity,"Really addictive game, first Total War game I ever played an I love it so far.",0.664900005,['love'],1,['love'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
856,Tactical Gameplay,"Shogun 2 with a big diplomacy system upgrade. Oh, and heroes. Taishi Ci for the win!!!",0.821399987,"['diplomacy', 'upgrade', 'hero', 'win']",4,"['win', 'diplomacy', 'hero', 'upgrade']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1424,Series Authenticity,"What an amazing Game!
CA did a really good with this title. Overall the game is a bit more complex than the previous ones, but also more fun to play!",0.832300007,"['title', 'fun', 'play']",3,"['fun', 'title', 'play']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1352,Series Authenticity,Best Total War but long af.,0.666400015,['best_total_war'],1,['best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1181,Series Authenticity,"This is the best historical Total War by far, the battles are great the campaign is awesome, highly recommend it",0.86589998,"['best_historical', 'battle', 'campaign', 'highly_recommend']",4,"['best_historical', 'battle', 'highly_recommend', 'campaign']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1043,Game Stability,One of the most user friendly and comfortable TOW ever!,0.559599996,"['user', 'tow']",2,"['tow', 'user']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
1690,Series Authenticity,Nice to play as different faction with different challenges.,0.568400025,"['play', 'faction', 'challenge']",3,"['faction', 'challenge', 'play']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
621,Series Authenticity,Very fun game one of the best ive played from Total War,0.832700014,"['fun', 'one_best', 'ive_played']",3,"['fun', 'one_best', 'ive_played']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
